"Name";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"High";"Low";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"European Equities";"";;;;;;;;;;;
"23 Jan 2019";;;;;;;;;;;;
"All datapoints provided as of end of last active trading day.";;;;;;;;;;;;
"BELRECA";"BE0020575115";"BELR";"Euronext Brussels";"EUR";"109.00";"109.00";"109.00";"109.00";"18/01/2019 16:30";"CET";"79";"8611.00"
"BELUGA";"BE0003723377";"BELU";"Euronext Brussels";"EUR";"1.38";"1.38";"1.38";"1.38";"18/01/2019 11:30";"CET";"260";"358.80"
"BENETEAU";"FR0000035164";"BEN";"Euronext Paris";"EUR";"13.04";"13.48";"13.04";"13.28";"22/01/2019 17:35";"CET";"57749";"766872.06"
"BENFICA";"PTSLB0AM0010";"SLBEN";"Euronext Lisbon";"EUR";"1.84";"1.84";"1.80";"1.80";"22/01/2019 22:26";"BST";"2860";"5209.26"
"BERNARD LOISEAU";"FR0000066961";"ALDBL";"Euronext Growth Paris";"EUR";"2.84";"2.84";"2.84";"2.84";"22/01/2019 11:30";"CET";"1";"2.84"
"BETER BED";"NL0000339703";"BBED";"Euronext Amsterdam";"EUR";"4.70";"4.70";"4.495";"4.495";"22/01/2019 17:35";"CET";"53411";"243922.38"
"BEVER HOLDING";"NL0000285278";"BEVER";"Euronext Amsterdam";"EUR";"3.36";"3.36";"3.36";"3.36";"18/01/2019 12:55";"CET";"1000";"3360.00"
"BIC";"FR0000120966";"BB";"Euronext Paris";"EUR";"90.05";"90.90";"89.90";"90.25";"22/01/2019 17:35";"CET";"63593";"5742863.45"
"BIGBEN INTERACTIVE";"FR0000074072";"BIG";"Euronext Paris";"EUR";"9.50";"9.50";"9.24";"9.34";"22/01/2019 17:35";"CET";"39485";"371115.90"
"BILENDI";"FR0004174233";"ALBLD";"Euronext Growth Paris";"EUR";"10.65";"10.65";"10.60";"10.60";"22/01/2019 13:32";"CET";"113";"1197.85"
"BINCKBANK";"NL0000335578";"BINCK";"Euronext Amsterdam";"EUR";"6.23";"6.24";"6.23";"6.24";"22/01/2019 17:35";"CET";"204365";"1275068.21"
"BIO-UV GROUP";"FR0013345493";"ALTUV";"Euronext Growth Paris";"EUR";"3.1645";"3.17";"3.16";"3.17";"22/01/2019 17:05";"CET";"791";"2503.94"
"BIOCARTIS";"BE0974281132";"BCART";"Euronext Brussels";"EUR";"12.30";"12.34";"12.00";"12.00";"22/01/2019 17:35";"CET";"59282";"722005.30"
"BIOCORP";"FR0012788065";"ALCOR";"Euronext Growth Paris";"EUR";"9.14";"9.14";"8.78";"8.80";"22/01/2019 17:28";"CET";"4754";"42289.72"
"BIOM UP SA";"FR0013284080";"BUP";"Euronext Paris";"EUR";"4.8335";"4.95";"4.65";"4.66";"22/01/2019 16:50";"CET";"98401";"476332.01"
"BIOMERIEUX";"FR0013280286";"BIM";"Euronext Paris";"EUR";"61.90";"62.30";"60.80";"61.20";"22/01/2019 17:35";"CET";"44197";"2712011.60"
"BIOPHYTIS";"FR0012816825";"ALBPS";"Euronext Growth Paris";"EUR";"1.716";"1.726";"1.684";"1.69";"22/01/2019 17:22";"CET";"34816";"59207.25"
"BIOSYNEX";"FR0011005933";"ALBIO";"Euronext Growth Paris";"EUR";"2.73";"2.73";"2.71";"2.71";"22/01/2019 10:58";"CET";"1285";"3498.06"
"BLEECKER";"FR0000062150";"BLEE";"Euronext Paris";"EUR";"105.00";"105.00";"105.00";"105.00";"27/11/2018 16:30";"CET";"31";"3255.00"
"BLUE";"FR0011592104";"BLUE";"Euronext Paris";"EUR";"16.55";"16.55";"16.45";"16.55";"22/01/2019 12:24";"CET";"272";"4491.60"
"BLUE SHARK POWER";"FR0013340973";"MLBSP";"Euronext Access Paris";"EUR";"3.58";"3.58";"3.58";"3.58";"21/01/2019 11:30";"CET";"580";"2076.40"
"BLUELINEA";"FR0011041011";"ALBLU";"Euronext Growth Paris";"EUR";"4.19";"4.20";"4.19";"4.20";"22/01/2019 13:13";"CET";"6";"25.19"
"BNP PARIBAS ACT.A";"FR0000131104";"BNP";"Euronext Paris";"EUR";"41.875";"41.875";"41.00";"41.515";"22/01/2019 17:36";"CET";"5480516";"226948752.39"
"BODY ONE";"FR0010106039";"MLONE";"Euronext Access Paris";"EUR";"0.17";"0.17";"0.17";"0.17";"22/01/2019 11:30";"CET";"55";"9.35"
"BOEING COMPANY";"US0970231058";"BOEI";"Traded not listed Brussels";"USD";"315.00";"315.00";"315.00";"315.00";"09/08/2018 15:31";"CET";"150";"40757.33"
"BOIRON";"FR0000061129";"BOI";"Euronext Paris";"EUR";"51.00";"51.00";"50.00";"50.00";"22/01/2019 17:35";"CET";"8253";"415500.90"
"BOLLORE";"FR0000039299";"BOL";"Euronext Paris";"EUR";"3.60";"3.628";"3.548";"3.588";"22/01/2019 17:35";"CET";"1139808";"4079154.32"
"BOLLORE NV";"FR0013358041";"BOLNV";"Euronext Paris";"EUR";"3.496";"3.514";"3.496";"3.514";"22/01/2019 16:30";"CET";"434";"1517.29"
"BONDUELLE";"FR0000063935";"BON";"Euronext Paris";"EUR";"31.60";"31.65";"31.05";"31.20";"22/01/2019 17:35";"CET";"16523";"517622.20"
"BONE THERAPEUTICS";"BE0974280126";"BOTHE";"Euronext Brussels, Paris";"EUR";"4.58";"4.68";"4.465";"4.49";"22/01/2019 17:06";"CET";"35652";"162495.28"
"BOSKALIS WESTMIN";"NL0000852580";"BOKA";"Euronext Amsterdam";"EUR";"22.65";"22.79";"22.40";"22.45";"22/01/2019 17:35";"CET";"116016";"2614787.63"
"BOURBON CORP.";"FR0004548873";"GBB";"Euronext Paris";"EUR";"3.59";"3.59";"3.425";"3.425";"22/01/2019 17:35";"CET";"51978";"180838.99"
"BOURRELIER GROUP";"FR0000054421";"ALBOU";"Euronext Growth Paris";"EUR";"41.00";"42.20";"41.00";"42.20";"22/01/2019 16:30";"CET";"62";"2602.00"
"BOURSE DIRECT";"FR0000074254";"BSD";"Euronext Paris";"EUR";"1.18";"1.18";"1.14";"1.16";"22/01/2019 16:58";"CET";"3789";"4353.84"
"BOUSSARD GAVAUD C";"GG00B1XFMJ13";"BGHLC";"Euronext Amsterdam";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"BOUSSARD GAVAUDAN";"GG00B1FQG453";"BGHL";"Euronext Amsterdam";"EUR";"16.80";"17.10";"16.60";"16.70";"22/01/2019 17:35";"CET";"5300";"89133.90"
"BOUSSARD GHL GBP";"GG00B39VMM07";"BGHS";"Euronext Amsterdam";"GBP";"10.00";"10.00";"10.00";"10.00";"21/12/2010 11:50";"CET";"188";"1880.00"
"BOUYGUES";"FR0000120503";"EN";"Euronext Paris";"EUR";"29.70";"29.97";"29.66";"29.70";"22/01/2019 17:35";"CET";"929961";"27672332.15"
"BOUYGUES NV19";"FR0013381464";"ENNV";"Euronext Paris";"EUR";"31.34";"31.34";"31.34";"31.34";"21/01/2019 16:30";"CET";"30";"940.20"
"BPOST";"BE0974268972";"BPOST";"Euronext Brussels";"EUR";"8.06";"8.22";"8.025";"8.17";"22/01/2019 17:35";"CET";"339478";"2770283.55"
"BQUE NAT. BELGIQUE";"BE0003008019";"BNB";"Euronext Brussels";"EUR";"2480.00";"2490.00";"2470.00";"2470.00";"22/01/2019 17:35";"CET";"51";"126480.00"
"BRAS.OUEST AFRIC.";"SN0008626971";"BOAF";"Euronext Paris";"EUR";"680.00";"680.00";"680.00";"680.00";"11/01/2019 16:31";"CET";"5";"3400.00"
"BRASSERIE CAMEROUN";"CM0000035113";"BCAM";"Euronext Paris";"EUR";"92.00";"92.00";"92.00";"92.00";"22/01/2019 16:30";"CET";"76";"6992.00"
"BREDERODE";"LU1068091351";"BREB";"Euronext Brussels";"EUR";"55.30";"56.70";"55.10";"56.70";"22/01/2019 17:35";"CET";"11459";"639060.60"
"BRILL KON";"NL0000442523";"BRILL";"Euronext Amsterdam";"EUR";"19.40";"19.60";"19.40";"19.60";"22/01/2019 11:00";"CET";"441";"8643.40"
"BROOKFIELD ASSET M";"CA1125851040";"BAMA";"Euronext Amsterdam";"EUR";"29.80";"29.80";"29.80";"29.80";"23/07/2014 17:35";"CET";"450";"13410.00"
"BRUNEL INTERNAT";"NL0010776944";"BRNL";"Euronext Amsterdam";"EUR";"11.85";"11.85";"11.52";"11.55";"22/01/2019 17:35";"CET";"52418";"609775.81"
"BUDGET TELECOM";"FR0004172450";"ALBUD";"Euronext Growth Paris";"EUR";"4.486";"4.49";"4.152";"4.348";"22/01/2019 17:35";"CET";"193393";"838098.63"
"BUDGET TELECOM BS";"FR0013307329";"BUDBS";"Euronext Growth Paris";"EUR";"0.299";"0.299";"0.28";"0.28";"22/01/2019 16:34";"CET";"7487";"2134.22"
"BUREAU VERITAS";"FR0006174348";"BVI";"Euronext Paris";"EUR";"18.955";"19.255";"18.77";"19.12";"22/01/2019 17:35";"CET";"776157";"14840271.31"
"BURELLE";"FR0000061137";"BUR";"Euronext Paris";"EUR";"948.00";"954.00";"942.00";"954.00";"22/01/2019 17:29";"CET";"34";"32262.00"
"BUSINESS ET DECIS.";"FR0000078958";"BND";"Euronext Paris";"EUR";"7.51";"7.51";"7.51";"7.51";"18/01/2019 14:51";"CET";"155";"1164.05"
"CA TOULOUSE 31 CCI";"FR0000045544";"CAT31";"Euronext Paris";"EUR";"115.48";"116.44";"115.48";"116.44";"22/01/2019 15:11";"CET";"101";"11669.24"
"CAFOM";"FR0010151589";"CAFO";"Euronext Paris";"EUR";"6.35";"6.45";"6.35";"6.45";"22/01/2019 13:15";"CET";"201";"1290.85"
"CAIRE";"FR0010781377";"MLAAE";"Euronext Access Paris";"EUR";"5.50";"5.50";"5.50";"5.50";"21/01/2019 11:30";"CET";"18";"99.00"
"CAMBODGE NOM.";"FR0000079659";"CBDG";"Euronext Paris";"EUR";"6000.00";"6000.00";"6000.00";"6000.00";"17/01/2019 11:30";"CET";"1";"6000.00"
"CAMPINE";"BE0003825420";"CAMB";"Euronext Brussels";"EUR";"28.00";"28.00";"28.00";"28.00";"22/01/2019 16:53";"CET";"8121";"227388.00"
"CANDELA INVEST";"BE0974298300";"CAND";"Euronext Growth Brussels";"EUR";"3.50";"3.50";"3.50";"3.50";"05/12/2018 16:30";"CET";"16";"56.00"
"CAPELLI";"FR0012969095";"CAPLI";"Euronext Paris";"EUR";"38.20";"39.40";"36.70";"37.30";"22/01/2019 17:35";"CET";"2469";"92486.80"
"CAPGEMINI";"FR0000125338";"CAP";"Euronext Paris";"EUR";"95.18";"96.50";"94.82";"96.00";"22/01/2019 17:35";"CET";"662040";"63286824.94"
"CARBIOS";"FR0011648716";"ALCRB";"Euronext Growth Paris";"EUR";"5.18";"5.23";"5.15";"5.17";"22/01/2019 17:35";"CET";"7247";"37732.42"
"CARE PROPERTY INV.";"BE0974273055";"CPINV";"Euronext Brussels";"EUR";"19.95";"20.00";"19.80";"19.90";"22/01/2019 17:35";"CET";"21033";"419553.65"
"CARMAT";"FR0010907956";"ALCAR";"Euronext Growth Paris";"EUR";"23.00";"23.40";"22.75";"23.00";"22/01/2019 17:35";"CET";"4311";"99565.10"
"CARMILA";"FR0010828137";"CARM";"Euronext Paris";"EUR";"16.42";"16.42";"16.30";"16.42";"22/01/2019 17:35";"CET";"29230";"479136.26"
"CARPINIENNE PART.";"FR0000064156";"CARP";"Euronext Paris";"EUR";"45.60";"45.60";"45.60";"45.60";"17/10/2018 16:30";"CET";"1";"45.60"
"CARREFOUR";"FR0000120172";"CA";"Euronext Paris";"EUR";"16.445";"16.59";"16.245";"16.335";"22/01/2019 17:38";"CET";"2275771";"37255678.21"
"CASINO GUICHARD";"FR0000125585";"CO";"Euronext Paris";"EUR";"39.00";"39.20";"38.73";"38.89";"22/01/2019 17:36";"CET";"315819";"12292699.77"
"CAST";"FR0000072894";"CAS";"Euronext Paris";"EUR";"3.95";"3.95";"3.86";"3.90";"22/01/2019 17:35";"CET";"1311";"5145.41"
"CATANA GROUP";"FR0010193052";"CATG";"Euronext Paris";"EUR";"2.60";"2.645";"2.565";"2.585";"22/01/2019 17:35";"CET";"54143";"141621.24"
"CATERING INTL SCES";"FR0000064446";"CTRG";"Euronext Paris";"EUR";"10.20";"10.85";"10.20";"10.70";"22/01/2019 17:35";"CET";"7795";"81834.10"
"CATERPILLAR INC";"US1491231015";"CATR";"Euronext Paris";"EUR";"121.50";"121.50";"119.00";"119.00";"22/01/2019 12:17";"CET";"50";"6012.50"
"CBO TERRITORIA";"FR0010193979";"CBOT";"Euronext Paris";"EUR";"3.22";"3.24";"3.22";"3.22";"22/01/2019 17:29";"CET";"4512";"14584.78"
"CECURITY.COM";"FR0010717579";"MLCEC";"Euronext Access Paris";"EUR";"0.426";"0.426";"0.426";"0.426";"15/01/2019 16:30";"CET";"10000";"4260.00"
"CEGEDIM";"FR0000053506";"CGM";"Euronext Paris";"EUR";"22.30";"22.90";"22.00";"22.90";"22/01/2019 17:35";"CET";"2446";"55140.60"
"CEGEREAL";"FR0010309096";"CGR";"Euronext Paris";"EUR";"35.00";"35.00";"34.60";"34.60";"22/01/2019 12:56";"CET";"27";"936.80"
"CELLECTIS";"FR0010425595";"ALCLS";"Euronext Growth Paris";"EUR";"14.70";"14.85";"14.12";"14.15";"22/01/2019 17:35";"CET";"39420";"567253.60"
"CELLNOVO";"FR0012633360";"CLNV";"Euronext Paris";"EUR";"1.34";"1.36";"1.33";"1.348";"22/01/2019 17:35";"CET";"47068";"63223.27"
"CELYAD";"BE0974260896";"CYAD";"Euronext Brussels, Paris";"EUR";"20.44";"20.44";"19.83";"19.90";"22/01/2019 17:35";"CET";"12455";"250914.87"
"CENERGY";"BE0974303357";"CENER";"Euronext Brussels";"EUR";"1.162";"1.23";"1.162";"1.23";"22/01/2019 12:40";"CET";"5011";"6142.78"
"CERENIS";"FR0012616852";"CEREN";"Euronext Paris";"EUR";"0.528";"0.533";"0.51";"0.524";"22/01/2019 17:35";"CET";"163632";"84447.80"
"CERINNOV GROUP";"FR0013178712";"ALPCV";"Euronext Growth Paris";"EUR";"4.86";"4.90";"4.78";"4.90";"22/01/2019 16:41";"CET";"21111";"101778.48"
"CESAR";"FR0013297165";"ALCES";"Euronext Growth Paris";"EUR";"0.11";"0.11";"0.11";"0.11";"22/01/2019 16:30";"CET";"2502";"275.22"
"CFE";"BE0003883031";"CFEB";"Euronext Brussels";"EUR";"91.20";"93.00";"91.20";"91.70";"22/01/2019 17:35";"CET";"8266";"762219.60"
"CFI";"FR0000037475";"CFI";"Euronext Paris";"EUR";"0.81";"0.81";"0.81";"0.81";"21/01/2019 16:30";"CET";"98";"79.38"
"CFM INDOSUEZWEALTH";"MC0010000826";"MLCFM";"Euronext Access Paris";"EUR";"965.00";"965.00";"965.00";"965.00";"15/01/2019 16:30";"CET";"1";"965.00"
"CGG";"FR0013181864";"CGG";"Euronext Paris";"EUR";"1.518";"1.526";"1.464";"1.485";"22/01/2019 17:35";"CET";"3451478";"5149004.29"
"CGG BSA 1";"FR0013309614";"CGGBS";"Euronext Paris";"EUR";"0.242";"0.25";"0.242";"0.247";"22/01/2019 16:36";"CET";"2188";"543.57"
"CGG BSA 2";"FR0013309622";"CGGBT";"Euronext Paris";"EUR";"0.086";"0.09";"0.078";"0.09";"22/01/2019 17:35";"CET";"6698";"559.98"
"CGG RGT NV19";"FR0013384310";"CGGNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"CH.FER DEPARTEMENT";"FR0000037871";"MLCFD";"Euronext Access Paris";"EUR";"800.00";"800.00";"800.00";"800.00";"22/10/2018 11:30";"CET";"2";"1600.00"
"CH.FER VAR GARD N.";"FR0000051567";"MLCVG";"Euronext Access Paris";"EUR";"4600.00";"4600.00";"4600.00";"4600.00";"04/12/2018 11:30";"CET";"1";"4600.00"
"CHARGEURS";"FR0000130692";"CRI";"Euronext Paris";"EUR";"19.40";"19.40";"18.91";"19.29";"22/01/2019 17:38";"CET";"79732";"1522280.26"
"CHAUSSERIA";"FR0000060907";"CHSR";"Euronext Paris";"EUR";"7.70";"7.70";"7.70";"7.70";"19/11/2018 11:30";"CET";"20";"154.00"
"CHEOPS TECHNOLOGY";"FR0010447086";"MLCHE";"Euronext Access Paris";"EUR";"34.60";"34.60";"34.60";"34.60";"31/12/2018 11:30";"CET";"1";"34.60"
"CHEVRON";"US1667641005";"CHTEX";"Traded not listed Brussels";"USD";"113.00";"113.00";"113.00";"113.00";"29/03/2018 17:07";"CET";"50";"4585.66"
"CHRISTIAN DIOR";"FR0000130403";"CDI";"Euronext Paris";"EUR";"350.80";"354.10";"348.80";"352.90";"22/01/2019 17:35";"CET";"14757";"5187662.70"
"CIBOX INTER A CTIV";"FR0000054322";"CIB";"Euronext Paris";"EUR";"0.112";"0.1155";"0.1055";"0.11";"22/01/2019 17:35";"CET";"717008";"79980.39"
"CIE BOIS SAUVAGE";"BE0003592038";"COMB";"Euronext Brussels";"EUR";"381.00";"383.00";"379.00";"379.00";"22/01/2019 17:36";"CET";"396";"150742.00"
"CIE DU MONT BLANC";"FR0000060428";"MLCMB";"Euronext Access Paris";"EUR";"148.00";"148.00";"148.00";"148.00";"21/01/2019 11:30";"CET";"5";"740.00"
"CIOA";"FR0012384907";"MLCIO";"Euronext Access Paris";"EUR";"3.00";"3.00";"3.00";"3.00";"22/01/2019 11:30";"CET";"523";"1569.00"
"CISCO SYSTEM INC";"US17275R1023";"CIS";"Traded not listed Brussels";"USD";"42.70";"42.70";"42.70";"42.70";"22/01/2019 11:19";"CET";"50";"1880.39"
"CLARANOVA";"FR0004026714";"CLA";"Euronext Paris";"EUR";"0.65";"0.65";"0.635";"0.641";"22/01/2019 17:35";"CET";"1319322";"845924.15"
"CLASQUIN";"FR0004152882";"ALCLA";"Euronext Growth Paris";"EUR";"31.40";"31.80";"31.40";"31.80";"22/01/2019 15:50";"CET";"82";"2607.20"
"CNIM CONSTR.FRF 10";"FR0000053399";"COM";"Euronext Paris";"EUR";"83.60";"84.80";"83.60";"84.40";"22/01/2019 16:38";"CET";"415";"35085.40"
"CNOVA";"NL0010949392";"CNV";"Euronext Paris";"EUR";"3.62";"3.62";"3.62";"3.62";"22/01/2019 09:00";"CET";"1";"3.62"
"CNP ASSURANCES";"FR0000120222";"CNP";"Euronext Paris";"EUR";"19.89";"19.98";"19.82";"19.86";"22/01/2019 17:35";"CET";"164891";"3277059.66"
"CO.BR.HA";"BE0003519270";"COBH";"Euronext Growth Brussels";"EUR";"4000.00";"4000.00";"4000.00";"4000.00";"22/01/2019 16:30";"CET";"8";"32000.00"
"COCA-COLA EUROPEAN";"GB00BDCPN049";"CCEP";"Euronext Amsterdam, London";"EUR";"40.54";"40.54";"39.78";"39.80";"22/01/2019 17:35";"CET";"58584";"2362805.88"
"COFACE";"FR0010667147";"COFA";"Euronext Paris";"EUR";"8.05";"8.08";"8.00";"8.03";"22/01/2019 17:35";"CET";"139090";"1116972.21"
"COFIDUR";"FR0013257409";"ALCOF";"Euronext Growth Paris";"EUR";"320.00";"320.00";"320.00";"320.00";"22/01/2019 15:37";"CET";"1";"320.00"
"COFINA,SGPS";"PTCFN0AE0003";"CFN";"Euronext Lisbon";"EUR";"0.578";"0.584";"0.578";"0.58";"22/01/2019 22:28";"BST";"20265";"11756.77"
"COFINIMMO";"BE0003593044";"COFB";"Euronext Brussels";"EUR";"111.90";"112.80";"111.40";"111.60";"22/01/2019 17:35";"CET";"20800";"2326269.60"
"COFINIMMO PRIV1";"BE0003811289";"COFP1";"Euronext Brussels";"EUR";"127.00";"127.00";"127.00";"127.00";"01/08/2016 11:30";"CET";"16";"2032.00"
"COFINIMMO PRIV2";"BE0003813301";"COFP2";"Euronext Brussels";"EUR";"107.00";"107.00";"107.00";"107.00";"18/12/2018 11:30";"CET";"150";"16050.00"
"COGELEC";"FR0013335742";"COGEC";"Euronext Paris";"EUR";"6.999";"7.00";"6.92";"7.00";"22/01/2019 17:24";"CET";"1081";"7506.68"
"COGIFRANCE";"FR0005516804";"MLCOI";"Euronext Access Paris";"EUR";"590.50";"-";"-";"590.50";"05/04/2007 00:00";"CET";"-";"-"
"COGRA";"FR0011071570";"ALCOG";"Euronext Growth Paris";"EUR";"5.45";"5.50";"5.45";"5.45";"22/01/2019 17:09";"CET";"2284";"12472.05"
"COHERIS";"FR0004031763";"COH";"Euronext Paris";"EUR";"1.625";"1.625";"1.59";"1.59";"22/01/2019 17:24";"CET";"6936";"11072.46"
"COIL";"BE0160342011";"ALCOI";"Euronext Growth Paris";"EUR";"9.59";"9.59";"9.40";"9.59";"22/01/2019 17:11";"CET";"126";"1190.84"
"COLAS";"FR0000121634";"RE";"Euronext Paris";"EUR";"135.60";"136.00";"134.00";"135.20";"22/01/2019 17:29";"CET";"491";"66242.00"
"COLIPAYS";"FR0010959684";"MLCLP";"Euronext Access Paris";"EUR";"5.95";"5.95";"5.95";"5.95";"18/01/2019 16:30";"CET";"1";"5.95"
"COLRUYT";"BE0974256852";"COLR";"Euronext Brussels";"EUR";"62.50";"63.10";"61.92";"62.04";"22/01/2019 17:35";"CET";"354385";"22074501.48"
"COMPTA";"PTCOM0AE0007";"COMAE";"Euronext Lisbon";"EUR";"0.147";"0.147";"0.147";"0.147";"18/01/2019 21:30";"BST";"40";"5.88"
"CONDOR TECHNOLOG";"BE6252013725";"MLMFI";"Euronext Access Paris";"EUR";"16.20";"16.20";"16.20";"16.20";"20/11/2018 16:30";"CET";"2000";"32400.00"
"CONDURIL";"PTCDU0AE0003";"CDU";"Euronext Access Lisbon";"EUR";"40.40";"40.40";"40.40";"40.40";"14/01/2019 21:30";"BST";"8";"323.20"
"CONNECT GROUP";"BE0003786036";"CONN";"Euronext Brussels";"EUR";"1.50";"1.50";"1.50";"1.50";"22/01/2019 10:26";"CET";"1075";"1612.50"
"CONSORT NT";"FR0000077828";"MLCNT";"Euronext Access Paris";"EUR";"20.20";"20.20";"20.20";"20.20";"21/11/2017 16:33";"CET";"12";"242.40"
"COPAM";"PTCPA0AP0006";"CPA";"Euronext Access Lisbon";"EUR";"15.00";"15.00";"15.00";"15.00";"22/01/2019 21:30";"BST";"64";"960.00"
"CORBION";"NL0010583399";"CRBN";"Euronext Amsterdam";"EUR";"24.60";"25.08";"24.60";"25.00";"22/01/2019 17:35";"CET";"34332";"856558.76"
"CORE LABORATORIES";"NL0000200384";"CLB";"Euronext Amsterdam";"EUR";"60.50";"60.50";"60.50";"60.50";"18/01/2019 16:30";"CET";"92";"5566.00"
"COREP LIGHTING";"FR0010035816";"MLCOR";"Euronext Access Paris";"EUR";"9.60";"9.60";"9.60";"9.60";"22/02/2018 11:30";"CET";"125";"1200.00"
"CORTICEIRA AMORIM";"PTCOR0AE0006";"COR";"Euronext Lisbon";"EUR";"9.45";"9.62";"9.45";"9.60";"22/01/2019 22:35";"BST";"7502";"71861.90"
"COURBET";"FR0004998318";"MLCOU";"Euronext Access Paris";"EUR";"0.30";"0.30";"0.30";"0.30";"23/08/2018 16:30";"CET";"3";"0.90"
"COURBET AM.";"FR0004998326";"CRBT";"Euronext Access Paris";"EUR";"0.98";"0.98";"0.98";"0.98";"18/10/2017 16:30";"CET";"27";"26.46"
"COURTOIS";"FR0000065393";"COUR";"Euronext Paris";"EUR";"126.00";"126.00";"126.00";"126.00";"22/01/2019 11:30";"CET";"1";"126.00"
"COVIVIO";"FR0000064578";"COV";"Euronext Paris";"EUR";"87.00";"88.20";"87.00";"87.25";"22/01/2019 17:35";"CET";"85713";"7502996.00"
"COVIVIO HOTELS";"FR0000060303";"COVH";"Euronext Paris";"EUR";"24.80";"25.00";"24.80";"25.00";"22/01/2019 17:29";"CET";"341";"8491.50"
"CRCAM ALP.PROV.CCI";"FR0000044323";"CRAP";"Euronext Paris";"EUR";"108.82";"109.02";"108.82";"109.02";"22/01/2019 16:23";"CET";"2";"217.84"
"CRCAM ATL.VEND.CCI";"FR0000185506";"CRAV";"Euronext Paris";"EUR";"134.00";"134.00";"134.00";"134.00";"22/01/2019 17:35";"CET";"237";"31758.00"
"CRCAM BRIE PIC2CCI";"FR0010483768";"CRBP2";"Euronext Paris";"EUR";"25.25";"25.375";"25.25";"25.25";"22/01/2019 17:35";"CET";"1664";"42018.50"
"CRCAM ILLE-VIL.CCI";"FR0000045213";"CIV";"Euronext Paris";"EUR";"101.02";"101.02";"101.02";"101.02";"22/01/2019 11:46";"CET";"22";"2222.44"
"CRCAM LANGUED CCI";"FR0010461053";"CRLA";"Euronext Paris";"EUR";"75.00";"75.00";"75.00";"75.00";"22/01/2019 17:28";"CET";"799";"59925.00"
"CRCAM LOIRE HTE L.";"FR0000045239";"CRLO";"Euronext Paris";"EUR";"94.01";"94.01";"93.41";"93.41";"22/01/2019 17:25";"CET";"34";"3191.29"
"CRCAM MORBIHAN CCI";"FR0000045551";"CMO";"Euronext Paris";"EUR";"83.00";"83.05";"83.00";"83.00";"22/01/2019 15:36";"CET";"132";"10960.05"
"CRCAM NORD CCI";"FR0000185514";"CNF";"Euronext Paris";"EUR";"22.60";"22.65";"22.40";"22.50";"22/01/2019 17:35";"CET";"2188";"49350.50"
"CRCAM NORM.SEINE";"FR0000044364";"CCN";"Euronext Paris";"EUR";"129.70";"130.50";"129.50";"129.50";"22/01/2019 17:35";"CET";"158";"20478.20"
"CRCAM PARIS ET IDF";"FR0000045528";"CAF";"Euronext Paris";"EUR";"92.58";"92.90";"92.32";"92.56";"22/01/2019 16:46";"CET";"2056";"190283.89"
"CRCAM SUD R.A.CCI";"FR0000045346";"CRSU";"Euronext Paris";"EUR";"205.10";"205.10";"205.05";"205.05";"22/01/2019 17:35";"CET";"106";"21736.60"
"CRCAM TOURAINE CCI";"FR0000045304";"CRTO";"Euronext Paris";"EUR";"115.00";"115.00";"115.00";"115.00";"22/01/2019 17:35";"CET";"76";"8740.00"
"CREDIT AGRICOLE";"FR0000045072";"ACA";"Euronext Paris";"EUR";"10.138";"10.174";"9.996";"10.07";"22/01/2019 17:35";"CET";"6598939";"66388593.04"
"CRESCENT";"BE0003836534";"OPTI";"Euronext Brussels";"EUR";"0.0466";"0.0486";"0.0464";"0.0478";"22/01/2019 17:10";"CET";"330093";"15605.55"
"CROSSJECT";"FR0011716265";"ALCJ";"Euronext Growth Paris";"EUR";"1.198";"1.216";"1.192";"1.21";"22/01/2019 17:35";"CET";"15800";"18965.55"
"CROSSWOOD";"FR0000050395";"CROS";"Euronext Paris";"EUR";"4.80";"4.80";"4.80";"4.80";"07/01/2019 11:30";"CET";"5";"24.00"
"CS (COMM.SYSTEMES)";"FR0007317813";"SX";"Euronext Paris";"EUR";"3.97";"3.97";"3.75";"3.95";"22/01/2019 17:26";"CET";"6989";"27143.92"
"CTA HOLDING";"FR0000054066";"MLCTA";"Euronext Access Paris";"EUR";"17.60";"17.60";"17.60";"17.60";"04/04/2018 11:30";"CET";"20";"352.00"
"CTAC";"NL0000345577";"CTAC";"Euronext Amsterdam";"EUR";"2.33";"2.33";"2.31";"2.31";"22/01/2019 17:13";"CET";"8001";"18482.33"
"CTT CORREIOS PORT";"PTCTT0AM0001";"CTT";"Euronext Lisbon";"EUR";"3.08";"3.114";"3.07";"3.094";"22/01/2019 22:35";"BST";"204952";"632922.74"
"CURETIS";"NL0011509294";"CURE";"Euronext Amsterdam, Brussels";"EUR";"1.495";"1.495";"1.45";"1.45";"22/01/2019 17:24";"CET";"19488";"28593.46"
"CYBERGUN";"FR0013204351";"ALCYB";"Euronext Growth Paris";"EUR";"0.584";"0.635";"0.56";"0.584";"22/01/2019 17:35";"CET";"418948";"241998.45"
"CYBERGUN BSA 1";"FR0013340809";"CYBBS";"Euronext Growth Paris";"EUR";"0.15";"0.15";"0.15";"0.15";"26/11/2018 14:10";"CET";"667";"100.05"
